id,rumor,label,evidence_id,evidence,username
AuRED_012,dda dd Urgent United States the Supreme Court abolish mass vaccination scandal week ago great victory for freedom the Supreme Court abolish mass vaccination,REFUTES,"['1404096668648284162', '1403769350566391813', '1403418766537596928', '1403408751256903680', '1403397902005907460', '1403392983706357762', '1403346697439387650', '1403311017975746567', '1403059152201699328', '1403017537739276289', '1403010411730018307', '1402304497230155779', '1404158946177343491', '1402218639982567426', '1403923883229601795', '1402807732772610050', '1402627616994123778', '1402535941768728576', '1402350777167908864', '1404211304521474048', '1404152477738483717', '1403897234056417280', '1403145545171017729', '1402301407672295424']",President Biden welcome the historic commitment of leader and invite country to provide more than additional COVID vaccine dose to the world start this summer with the United States contribute half dose RT President Biden have take action to use the power of our democracy the ingenuity of american scientist and the power of american manufacturing to defeat the pandemic globally by help vaccinate the world RT President Joe Biden awe want to lead the world with our value aathat demonstrate our innovation creativity and core moral as an american people these vaccine will contribute to end the pandemic everywherea RT the United States be donate COVID vaccine to low income country around the world by confront the unprecedented crisis President Joe Biden underscore what american leadership mean about save life and never shy away from solve the world great challenge RT the United States be donate half dose of the Pfizer vaccine to low income country around the world this be the large purchase and donation of vaccine ever make by single country and our effort to save life will not stop there RT great news as President Biden announce that the United States have purchase dose of the Pfizer vaccine to distribute to country around the world proud to see the United States lead this effort that will save million of life and eliminate this pandemic globally RT President Joe Biden announce yesterday that the United States will purchase and donate dose of life save coronavirus vaccine to the world low and middle income country by June include to be deliver by the end of this year RT the United States have become vaccine arsenal for the world yesterday President Joe Biden announce that we will purchase dose of the Pfizer vaccine and donate they to low income country with this vaccine we will help end the epidemic RT today announce that the United States will donate half new Pfizer vaccine dose to low and middle income country Pfizer vaccine will save million of life around the world and will be produce through american manufacturing power RT US be share US coronavirus vaccine dose to promote global end to the pandemic we will donate at least vaccine dose and work with our partner and ally to distribute they by the end of June learn more here RT the US COVID vaccine strategy be vital component of our global strategy to lead in the elimination of the pandemic and future pandemic we will be an arsenal of vaccine for the world President Joe Biden announce last week that the United States be donate dose of the COVID vaccine worldwide to learn more about how it be distribute RT President Biden welcome the historic commitment of the leader of the Group of country and invite country to provide more than additional vaccine dose against the Covid virus to the world start this summer with the United States contribute half dose of it have approve the Sinovac CoronaVac covid vaccine for emergency use provide assurance to country funder procure agency and local community that it meet international standard for safety efficacy and manufacturing to learn moreai art Mr welcome the gas commitment to share vaccine say aThe response necessary to end this pandemic will require the large global public health effort in historya he explain that the world need global vaccine plan stress that aleade global be crucial GUK Read Secretary General will push for global vaccination plan against Covid during his participation in the summit RT the Sinovac CoronaVac covid vaccine have be approve by the World Health Organization for emergency use provide country funder procure agency and local community with assurance that it meet international standard for safety efficacy and manufacturing to learn moreai all country must share excess dose of vaccine with other country around the world we can end this crisis OnlyTogether ambassador and supporter of unicef call on the to donate vaccine against Covid and develop map to expand the scope of donation while increase supply aas the pandemic unfold the virus mutate and produce new variant that could threaten the vaccinated and unvaccinated alike we be in tight race donate dose now be smart policy that protect our collective good interestsa Director comment on the pledge by provide dose of the Covid vaccine historic agreement at the conclusion of the summit announce pledge to provide dose of the Covid vaccine half of which will be available by the end of in the context of this agreement call continue to take urgent measure to stop the devastation cause by the pandemic The most prominent position at the conclusion of the GUK summit here Mr welcome the gas commitment to share vaccine say the response need to end this pandemic will require the large global public health effort in history he explain that the world need global vaccine plan stress that leadership be critical GUK read aIn briefing to the SecurityCouncil High Representative of the European Union for Foreign Affairs and Security Policy stress the Union countriesa commitment to multilateralism he point to the export of more than dose of covid vaccine to country awhich mean more than any other regionaai Read ambassador and supporter of call on the to donate vaccine against Covid quickly the group will soon have enough dose to donate of the vaccine between June and August without any significant delay in current plan to vaccinate its adult populationd,"['USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'ShareAmerica_Ar', 'WHOEMRO', 'UNarabic', 'UNarabic', 'UNarabic', 'UNarabic', 'UNarabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic']"
AuRED_094,box from MP Salman Al Hulaila to his colleague Hisham Al Saleh during the MPsa quarrel in the budgetsession NationCouncil,REFUTES,"['1407286653870280710', '1407281821595885570', '1407281028385939456', '1407277685756280832']",RT Representative HishamAl saleh cheap attempt to distort through an unreal image in which Photoshop be use there be no friction with fellow mps this be part of the blatant medium quackery practice against we and this be the good evidence and witness to the falsification of reality note the image be photoshop not real image and there be no friction and cheap attempt at distortion note brother the picture be photoshop and not real this be part of the media quackery that be be practice and this be the good evidence and witness to the falsification of reality the picture suggest an unreal snapshot of reality while prevent contact between representative no direct contact occur between they thank to our intervention and other in any case be against obscenity vulgarity and indecency in the Council and we be concern with everyoneas safety and prevent they from come into contact with the latter photo of lunch that bring together with my friend Salman Al Halila ouXRjebS,"['dr_hesham_law', 'dr_hesham_law', 'dr_hesham_law', 'dr_hesham_law']"
AuRED_097,dd officially Issam Chawali be commentate on the Champions League final ddY dy dy dy dy dY dY,REFUTES,['1530468344050208768'],dc do not miss watch the Champions League Final Studio present by Hisham Al Khalisi accompany by group of our channel analyst do di Hafeez Draghias commentary on bein SPORTS PREMIUM di Khalil Al Balushias commentary on bein SPORTS PREMIUM Mecca time europeanchampionsleague liver Paul RealMadrid,['beINSPORTS']
AuRED_133,urgent an american citizen disappear in central or southern Iraq under mysterious circumstance he work as journalist,REFUTES,['1603431144250396672'],some social medium site circulate news about the disappearance of an american citizen in central or southern Iraq under mysterious circumstance work as journalist we confirm that this news be untrue and have no basis we also call on the medium and blogger to be accurate in convey information and to find out real news exclusively from official source,['IraqiSpoxMOD']
AuRED_002,further descent into the dirty swamp of normalization Hussein Al Jasmi participate in compose an israeli song that begin with message of thank to the Emirates from the israeli president in Tel Aviv for the ruin of our palestinian village that be wipe off the face of the earth you have lose you be disgrace to we Arabism and religion be innocent of people like you normalizationhightreason,REFUTES,['1312456254627872769 '],RT the story of this hashtag be very simple shameonyoumybody an israeli band play an old melody by Hussein Al Jassmi those who be active in this hashtag be blind by their hatred towards the Emirates and be live in blackness here the same band sing for Umm Kulthum so be it disgrace to the planet of the East as well here the same band sing for Umm Kulthum be it disgrace to the planet of the East as well,['mayarabbas']
AuRED_051,moroccan report Bakary Gassama referee of the return match between Al Ahly and Wydad sport,REFUTES,"['1319767190137147394', '1319763836656812033', '1319687699167588353', '1319352015357693952']",Sayed Abdel Hafeez Referee Gomez present wonderful lesson in apply the law and intelligence Nasser Abbas Victor Gomez save the match from the assistantas blunder and Marwan Mohsenas goal be true learn about the biography of referee Gomez referee of the Al Ahly and Wydad match today YouTube africaohahly Alahlytv do aThe referee of the Al Ahly and Wydad match abusinessmana Malak and writing reveal the detail YouTube Kingand write Alahlytv doa,"['AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV']"
AuRED_096,CAF notifie Al Ahly that if the video technology malfunction the match will not be stop swear do not find reason for we to continue this match and not really withdraw,REFUTES,"['1530889372903645185', '1531199485493248000', '1531026344342999040', '1530937640110923776']",Al Ahly have not receive any correspondence from the Confederation of African Football regard the cessation or possibility of stop the VAR during the Champions League final tomorrow in fact CAF official confirm in the technical meeting for the match which end few minute ago to Al ahly club representative in the same meeting that the match would be hold with the use of VAR technology without interruption Al Ahly request insurance and Kaf confirm the work of video technology sabahinal ahly Alahlytv do Islam Al Shater be aexciteda what do it mean when the news be leak that athe mouse may not worka the response be quick from Al Ahly in an official statement thebighouse ahlymenhavethechallenge da alahlytv do sbjDYlPo Al ahly announce that it have not receive any correspondence from the African Union regard the possibility of stop video technology Amir Hisham clarify the detail TheTrend alahlytv do,"['AlAhly', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV']"
AuRED_149,Al Sharq News former israeli security official meet in Ramallah with President Abbas yesterday Saturday the meeting come in light of the explosive situation in the West Bank and israeli talk about the weakness of the authorityas grip on the palestinian area the newspaper add,REFUTES,['1569006156026376193'],what be rumor about the arrival of an israeli official to the district yesterday and meeting with Mr President be untrue,['HusseinSheikhpl']
AuRED_098,Guatemalan aMario Escobara will officiate the meeting of the only arab representative egyptnational team with Cameroon in the semi final of the African Nations next Thursday Al GhadTV egyptcameroon africancup of Nations AFCON,REFUTES,"['1489364997822107653', '1489364797200158722', '1488582344998936583']",picture from the national teamas victory over Cameroon and his rise to the final match dadaai ai EFA picture from the national teamas victory over Cameroon and his rise to the final match dad ai ai EFA the Football Association protest the appointment of Gassama to manage the Cameroon match dad ai ai efa,"['EFA', 'EFA', 'EFA']"
AuRED_153,as mention to you yesterday the aptitude test be cancel at the College of Engineering KuwaitUniversity,REFUTES,"['1545018517723947014', '1544025729704271872']",Kuwait University to view the guide to admission and transfer rule at Kuwait University please visit the following link kuwaituniversity admissionplan sabahal salemuniversitycity Kuwait University Kuwait University there be no truth to the information circulate regard the cancellation of the academic aptitude test in English and mathematic as condition for admission to the Faculties of Engineering Petroleum and Administrative Sciences KuwaitUniversity sabahal salemuniversitycity,"['K_University', 'K_University']"
AuRED_072,Urgent Jordan stop use the AstraZeneca vaccine and only give the dose to those who receive the,REFUTES,['1405523217100378126'],the Corona file official deny stop the use of the AstraZeneca vaccine,['mohgovjordan']
AuRED_138,the killing of Qatari in Tunisia shake the ancient city of Bizerte Tunisia,REFUTES,['1557791648188350464'],the Embassy of the State of Qatar in the Republic of Tunisia deny what be circulate in the medium that the victim in the Bizerte incident hold qatari citizenship and express its condolence to the victimas family and relative,['QatarEmb_Tunis']
AuRED_148,break news about the return of turkish civil aviation to use syrian airspace in its flight after year hiatus,REFUTES,['1569697362141921281'],syriancivilaviation there be no truth to the news circulate on some social medium page about the return of turkishcivilaviation to use syrianairspace and the Syrian Civil Aviation have not receive any request regard this matter,['AlnqlWzart']
AuRED_128,dd Urgent and official the Referees Committee of the Saudi Federation officially approve the implementation of aActual Playing Minutesa in the Saudi League saudiroshanleague,SUPPORTS,['1603081441834942465'],the Referees Committee of the Saudi Federation approve the application of actual playing minute similar to what be do in the FIFA World Cup Qatar,['saudiFF']
AuRED_107,as expect Djahid Zvezif be elect president of the Algerian Football Federation the state appoint he as manager of the national team after the African Cup setback to prepare it and be wait for the appropriate moment to oust Amara and appoint he especially with his good relationship with Belmadi,SUPPORTS,['1545054046091747331'],ac Mr Jahid Abdel Wahab Zvezif be elect President of the Algerian Football Federation good luck and payment dd,['FAFAlgeria']
AuRED_110,qatar summon the german ambassador and hand he note of protest we express our disappointment complete rejection and denunciation of the statement make by Interior Minister Nancy Weiser regard Qataras right to host the World Cup they also call for clarification regard these statement,SUPPORTS,['1585989354979315714'],the Ministry of Foreign Affairs summon the german ambassador and hand he note of protest regard the Minister of Interioras statement about Qatar host the World Cup QatarForeign Affairs,['MofaQatar_AR']
AuRED_121,durgent storming of the headquarters of Channel by the militia of the Sadrist movement in the capital Baghdad,SUPPORTS,"['1577373842351493121', '1578108282144755712', '1578066257512996865', '1578062823523065856', '1577965470266916864', '1577745876667318297', '1577684661169541124', '1577672849577414660', '1577672301486686208', '1577661728518799360', '1577625869069291521', '1577618892763062274', '1577613597525549060', '1577603700599791617', '1577594617662525440', '1577590971667304450', '1577584348261453824', '1577582404419682305', '1577572372344872960', '1577564156999483392', '1577541179440336898', '1577423503967784960', '1577409975340896262', '1577406002944741406', '1577391210909646848', '1577380757911339008', '1577376295591231501', '1577375622841647128', '1577373620715798530', '1577365977515311120', '1577374862166867996']",the attack on an iraqi media outlet and the threat to the life of its employee be reprehensible act and represent the high level of violation of the law and freedom of the press and do not fall within the framework of peaceful and legal practice and protest we direct that the perpetrator be hold accountable and that protection for journalistic institution be tighten journalist Syndicate on the Sadrists storm the Rabaa respect for freedom of expression must be guarantee without obstacle from any party detail download the Rabaa app new experience for follow the news co GgbhFZDwIl the attack on Channel dangerous shift towards violation of press freedom and echo of rejection of the illegal practice of Al Sadras follower download the Ala application new experience for follow the news Representative Thaer Al Jubouri denounce the storming of Al Rabaa Difference of opinion be resolve through legal mean detail download the Al Rabaa app new experience for follow the news widespread condemnation the name the occupy social networking site and statement reject sabotage be loud Urgent detail Download the application new experience to follow the news Al Kazemi denounce the storming of Rabaa and refer the commander of the hold force to investigation detail Urgent aIt will return to broadcasting within hoursa Ghazwan Jassim reveal to CNN the detail of the channelas raid by the Sadrists detail download the Al Rabaa app new experience to follow the news QLgqXSrAD with the hashtag FourthComesStronger the storming case interact in the arab world detail Download the application new experience to follow the news Al Rabaa will return strong Ghazwan Jassim announce the resumption of broadcasting Al Rabaa detail urgent with this sabotage follower of the Sadrist movement enter the headquarters of Al Rabaa tv channel and destroy its property Al RabaaReturnsStronger the President of the Republic declare his solidarity with Al Fouraa Channel and reject the attack detail Download the Al Farbaa application new experience for follow the news Mishaan Al Jubouri on the Sadrists storm Channel what if they be the one run the state detail download the application new experience to follow the news in phone call with Ghazwan Jassim Al Hakim denounce what Channel be expose to and declare his solidarity Urgent detail Download the application new experience to follow the news Journalists Support Committee the raid on Al Rabaa tv constitute serious violation of the freedom of journalistic work and direct threat to the life of its worker detail Download the Al Rabaa app new experience for follow the news https QKxKMUROy Al Rabaa channel after the follower of the Sadrist movement enter it download the Al Rabaa application new experience to follow the news Al Rabaa Channel be surprise by the silence of the United Nations representative over the Sadristsa attack on its headquarter download the Al Rabaa app new experience for follow the news the Radio and Television Union condemn the storming of Al Rabaa channel the besieging of the home of its director Ghazwan Jassim and the intimidation of his family download the Al Rabaa app new experience for follow the news after sabotage Al Rabaa tv Minister Al Sadr convey message from his leader to his follower Urgent detail Download the application new experience to follow the news TheFourthReturnsStronger your hashtag top the Twitter platform in Iraq Urgent detail Download the application new experience to follow the news how do we trust people with these mind to reform the country kurdish politician condemn the attack on Al Farba channel detail download the Al Farba application new experience for follow the news co hpWyWibgxG the Press Defense Association issue statement about the Al Rabaa storming incident we reject political party use their audience to attack the medium detail download the Al Rabaa app new experience for follow the news https aAl shabandar storm the headquarters of Al Rabaa and surround the house of its responsible person be acondemnable and reprehensible acta that can not be accept detail download the Al Rabaa application new experience to follow the news aa provocative act that confiscate freedom and silence mouthsa the State of Law Bloc condemn the blatant attack on Al Rabaa detail download the Al Rabaa application new experience to follow the news Al Rabaa Channel inform its honorable viewer and listener that it will resume broadcast its curriculum to its follower as soon as possible after repair what be destroy and sabotage by storm the channelas headquarter download the Al Rabaa application new experience to follow the news roytgzqQ aTheFourthReturnsStronger Iraqis tweet with ahashtagsa in support of the channel and its worker detail Urgent abreak it out Mahdi armya with these chant the Sadrists storm the Al Fourah channel and destroy its equipment download the Al app new experience to follow the news the management of Al Rabaa satellite channel denounce what group belong to the Sadrist movement attack the channelas headquarters and break its equipment after raise question on talk show Urgent Al Kadhimi the attack on and the threat to the life of its employee be reprehensible act and represent the high level of violation of the law and freedom of the press and do not fall within peaceful and legal practice and protest Urgent the Iraqi Observatory for Human Rights call on the government to provide urgent protection for Al Fourah satellite channel and its worker detail urgent this be what the follower of the Sadrist movement leave behind on Al Rabaa tv after they storm it download the Al Rabaa app new experience to follow the news RT the attack on an iraqi media outlet and the threat to the life of its employee be reprehensible act and represent the high level of violation of the law and freedom of the press and do not fall within the framework of peaceful and legal practice and protest we direct that the perpetrator be hold accountable and that protection for journalistic institution be tighten,"['MAKadhimi', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'iraqipmo']"
AuRED_117,Iraq submit complaint to the UN Security Council regard the turkish bombing in Dohuk Governorate,SUPPORTS,"['1551895341225721856', '1550765228815679489', '1549761949319282688', '1550912604318613505', '1550765151216963584', '1549837967547662337', '1549761828460404740', '1551540055331815425', '1550212504906829824', '1550212501496791040', '1549833542829543427', '1551541535988240384']",RT the Minister of Foreign Affairs arrive in New York to attend the Security Council session Foreign Minister Fuad Hussein arrive in New York to attend the emergency session of the UN Security Council to discuss the turkish aggression on iraqi territory spokesman for the Ministry of Foreign Affairs Dr Ahmed Al Sahhaf the Ministry of Foreign Affairs direct complaint to the UN Security Council and request that an emergency session be hold regard the turkish attack that result in number of safe civilian be martyr and wound in Dohuk Governorate RT the high level of diplomatic response will be take start with resort to the Security Council as well as adopt all other measure decide in this regard Ministry of Foreign Affairs Baghdad RT in its session of the legislative semester of the legislative year head by Mr Muhammad al Halbousi and in the presence of representative the House of Representatives discuss the turkish attack on iraqi territory in the presence of the Ministers of Foreign Affairs and Defense the Chief of Staff of the Army and the Deputy Commander of Joint Operations detail iq blog Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al Sahhaf the Ministry of Foreign Affairs direct complaint to the UN Security Council and request that an emergency session be hold regard the turkish attack that result in number of safe civilian be martyr and wound in Dohuk Governorate RT after an extensive discussion of the repercussion of the criminal incident the Ministerial Council take number of decision the Council direct the Ministry of Foreign Affairs to prepare comprehensive file on the repeat turkish attack on iraqi sovereignty and the security of Iraqis and to submit an urgent complaint in this regard to the UN Security Council and the United Nations the high level of diplomatic response will be take start with resort to the Security Council as well as adopt all other measure decide in this regard Ministry of Foreign Affairs Baghdad Prime Minister receive the Special Representative of the Secretary General of the United Nations in Iraq and confirm that Iraq be proceed to approach the UN Security Council regard the recent turkish attack that lead to the martyrdom of number of innocent citizen in Dohuk Governorate the attendee affirm the unity of the iraqi national position in protect Iraqas sovereignty and the life of Iraqis and condemn the turkish aggression as well as support the procedure aim at file an international complaint to defend iraqi sovereignty and the security political and diplomatic step take by the government as well as the complaint that Iraq will submit to the UN Security Council and the United Nations and the nature of the international position in condemn the attack after detailed discussion of the repercussion of the criminal incident the Ministerial Council take number of decision the Council direct the Ministry of Foreign Affairs to prepare comprehensive file on the repeat turkish attack on iraqi sovereignty and the security of Iraqis and to submit an urgent complaint in this regard to the UN Security Council and the United Nations RT Prime Minister receive the Special Representative of the Secretary General of the United Nations in Iraq and confirm that Iraq be proceed to approach the UN Security Council regard the recent turkish attack that lead to the martyrdom of number of innocent citizen in Dohuk Governorate,"['DrAhmedAlSahhaf', 'DrAhmedAlSahhaf', 'DrAhmedAlSahhaf', 'Iraqimofa', 'Iraqimofa', 'Iraqimofa', 'Iraqimofa', 'iraqipmo', 'iraqipmo', 'iraqipmo', 'iraqipmo', 'MAKadhimi']"
AuRED_114,Kuwait discover that citizen return from neighboring country have be infect with cholera,SUPPORTS,"['1596212054897360897', '1596939989279215616', '1596939496540364800', '1596939148320874496', '1596885281881591808', '1596261031860645888']",aa citizen be diagnose with cholera after return to the country from neighboring country the official spokesman for the Ministry of Health Dr Abdullah Al Sanad aoi the situation in Kuwait be safe so there be no fear of an outbreak of the disease aoi the case that have be monitor be link to travel abroad aoi any person whose laboratory test result show that he be infect will be isolate and the treatment protocol will begin ministryofinformationkuwait the official spokesman for the Ministry of Health Dr Abdullah Al Sanad aoi Cholera vaccination be not give routinely aoi to avoid infection precaution and prevention method must be follow when deal with food and drink when travel to endemic area Kuwait ministryofinformationkuwait the official spokesman for the Ministry of Health Dr Abdullah Al Sanad Cholera be cause by bacterial infection and be not transmit through breathe Kuwait ministryofinformationnews after monitor the case of cholera in the country ministryofhealth confirm that the chance of the disease spread be unlikely Dr Muhammad Al Saeedan Director of the Public Health Department at the Ministry of Health Kuwait ministryofinformationkuwait citizen be diagnose with cholera after return to the country from of the neighboring country Kuwait ministryofhealthkuwait ministryofinformationkuwait,"['KUWAIT_MOH', 'MOInformation', 'MOInformation', 'MOInformation', 'MOInformation', 'MOInformation']"
AuRED_065,Avichai Adraee say our battle be with the Muslim Brotherhood help we arab brother who among you be with they and who among you do not stand with they in their war with Muslims,NOT ENOUGH INFO,[],,[]
AuRED_062,Erdogan we will teach the glorious June revolution in turkish university start next academic year because it be peoplea revolution that be strongly protect by the egyptian army hope you will be satisfied with sisi,NOT ENOUGH INFO,[],,[]
AuRED_027,urgent algerian referee Mustafa Ghorbal suspend on charge of bribery in the CAF Champions League final,NOT ENOUGH INFO,[],,[]
AuRED_013,previous statement by the new Minister of Health not to wear mask Jordan tell,NOT ENOUGH INFO,[],,[]
AuRED_082,aCAF keep tunisian wisecrat aSamarHosnia away from the African Super Final which will bring together aNahdet Berkane and Egyptian Al Ahlya because of her photo on the social networking site aInstagrama yallayajahli dd,NOT ENOUGH INFO,[],,[]
AuRED_093,Lebanon announce that no syrian citizen will enter it from today without visa and identity will no long be deal with Lebanon require every syrian expatriate citizen who enter its territory due to travel to Syria to pay in addition to for Corona test and then the person be deport to his country,NOT ENOUGH INFO,[],,[]
AuRED_081,Okaz Qatar Airways be an official sponsor of the Saudi Al Ittihad Club,NOT ENOUGH INFO,[],,[]
AuRED_010,be not this also the billionaire Naguib Sawiris who have quarter of Egypt money and live in its prosperity nor do see anything good imagine with Abiy Ahmed the ethiopian Prime Minister who be currently clinically dead and who usurp our right to the water of the Nile ok what be wrong with he there,NOT ENOUGH INFO,[],,[]
AuRED_036,the jordanian opposition obtain leak photo of Prince Hamzah brother of the King of Jordan handcuff behind his back from inside his detention facility at military air base the photo be request by his mother Lisa Al Halabi to ensure that he be fine,NOT ENOUGH INFO,[],,[]
AuRED_017,the Council of Ministers set the bless EidAl Adha holiday from Sunday July until Thursday July with the imposition of comprehensive curfew Iraq,NOT ENOUGH INFO,[],,[]
AuRED_069,lose american soldier who be on patrol near Al Tanf base and think they be kill in the missile strike in Deir ez Zor the American do not want to acknowledge his killing,NOT ENOUGH INFO,[],,[]
AuRED_020,Real Madrid will play in the English Premier League behind the scene you know for the time,NOT ENOUGH INFO,[],,[]
AuRED_030,member of the Kuwaiti National Assembly sign paper against the peace agreement between the Emirates and Israel and struggle between the shiite and salafist representative the Shiites be against normalization and the Salafists with Israel,NOT ENOUGH INFO,[],,[]
AuRED_044,aWatch Qatari suddenly fall inside supermarket in Doha and there be suspicion that he be infect with Corona,REFUTES,"['1253824658559963136', '1253808261951901696', '1253804397227913218', '1253804482162569217', '1253805084418465793']",the Ministry of Public Health confirm that what be be circulate on social medium about shopper fall unconscious as result of be infect with the Corona virus be incorrect we point out that the shopper suffer from sudden fatigue that result in loss of balance while he be in good health the Ministry call on the necessity of avoid spread rumor and ensure accuracy RT the Ministry of Public Health confirm that what be be circulate on social medium about shopper fall unconscious as result of be infect with the Corona virus be incorrect we would like to point out that the shopper have suffer sudden fatigue result in loss of balance while he be in good health the Ministry call on the necessity of avoid spread rumor and be accurate the Ministry of Public Health confirm that what be be circulate on social medium about shopper fall unconscious as result of his infection with the Corona virus be incorrect we would like to point out that the shopper have suffer sudden fatigue result in loss of balance while he be in good health the Ministry call on the need to avoid spread rumor and investigate precision RT the Ministry of Public Health confirm that what be be circulate on social medium about shopper fall unconscious as result of be infect with the Corona virus be incorrect we would like to point out that the shopper have suffer sudden fatigue result in loss of balance while he be in good health the Ministry call on the necessity of avoid spread rumor and be accurate RT the Ministry of Public Health confirm that what be be circulate on social medium about shopper fall unconscious as result of be infect with the Corona virus be incorrect we would like to point out that the shopper have suffer sudden fatigue result in loss of balance while he be in good health the Ministry call on the necessity of avoid spread rumor and be accurate,"['lusqtr', 'MOI_Qatar', 'MOPHQatar', 'PHCCqatar', 'HMC_Qatar']"
AuRED_011,announce the large daily toll in Lebanon since the start of the spread of the Corona virus infection in the last hour,REFUTES,"['1281224587892719616', '1281242982520422401', '1281228472434798595', '1281299450523197440']",Httpstk bkhzzdh Disaster Management Room new case Ministry of Health new Corona case raise the number of confirm case to National Disaster Management Operations Room Report No on the Corona virus withoursolidaritywesucceed Corona donatbereckless stayhome selfcurfew,"['mophleb', 'MinistryInfoLB', 'MinistryInfoLB', 'DRM_Lebanon']"
AuRED_140,SputnikAgency the UN envoy to Libya abdullahbathily be prepare to announce new road map that include the formation of new government by the Presidential Council to be approve by Parliament as well as set date for hold election during the year,REFUTES,"['1608390435826810880', '1608219216225746944', '1608219198479601669']",Statement of the United Nations Support Mission in Libya on false report of new road map that may be announce by the Special Representative of the Secretary General Abdullahi Batili full statement here the mission call on all party to refrain from anything that might threaten the fragile stability in Libya include spread misleading or fabricated information the most reliable source for access credible information about Mr Batelli activity be the Mission official website and its verified social medium account the United Nations Support Mission in Libya have take note of the false report circulate on the internet claim that the Special Representative of the Secretary General Abdullah Batili be plan to announce road map that include the formation of new government,"['UNSMILibya', 'UNSMILibya', 'UNSMILibya']"
AuRED_137,the arrest of Major General Imad Othmanas brother,REFUTES,['1560903063833026560'],deny false news publish by lebanese newspaper about the arrest of Major General Othmanas brother,['LebISF ']
AuRED_087,Schubert admit that Al ahly management put pressure on CAF and force it to change the gambian arbitration team to moroccan arbitration team,REFUTES,['1221891400637341697'],yesterday fake WhatsApp conversation with my friend Khaled Murtaji spread and today an incorrect tweet about the referee of the match between Al Ahly and the brotherly Sudanese Al Hilal ask everyone before publish anything to ensure that the tweet be truthful and not circulate on account and page,['ShobierOfficial']
AuRED_019,apreventive information from unicef regard the Corona virus the Corona virus be large in size with cell diameter of micron and for this reason aany mask prevent its entrya the Corona virus do not settle in the air but rather descend to the ground so it can not be transmit through the aira,REFUTES,['1236225321873141760'],RT fabricated message be be circulate via the WhatsApp application contain mislead information about the Coronavirus claim to be issue by UNICEF know that UNICEF do not send these message to know the correct news follow our website Email ai ai,['UNICEFmena']
AuRED_079,urgent Mohamed Salah have be infect with the Corona virus wait for the result of the swab to confirm Salamat ai,REFUTES,"['1313123702993813505', '1312839671467126784', '1312827679893323776', '1312827202371833856', '1312815283342585856', '1312810721474949122', '1312806059682263043', '1312804450155798536', '1311758825049985027', '1311739650785112071', '1311735491780280327', '1311722729268219904']",we be not even close to perform last night we need to stand up and take everything seriously stick together and come back and we will youneverwalkalone Gool Salah reduce the difference with nice goal and there be minute leave to fight VillaLiverpool Salah take advantage of the fumble of the ball in the penalty area and shoot missile at the bird reduce the difference in favor of the Reds VillaLiverpool gool Less than quarter of an hour until the start of the match villaliverpool the beginning of the warm up da VillaLiverpool good evening red villaliverpool here be the lineup of the english champion to face the villan today Jota and Adrian be replacement for Mane and Alisson who have shoulder injury VillaLiverpool change at once in the Reds rank dd Out Salah Van Dijk in Origi Gomez liverpoolarsenal carabaocup kick off da liverpoolarsenal carabaocup warm up time before kick off daa liverpoolarsenal carabaocup the Reds start lineup for today confrontation aps change from the last carabaocup match and start for the time dd liverpoolarsenal,"['LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic']"
AuRED_095,Egypt Abu Dhabi Sports obtain the right to broadcast Al ahly match in the Egyptian League next season,REFUTES,['1552312954267238402'],clarification Abu Dhabi Sports Channels deny rumor about obtain the right to the match of the Al ahly club team in the Egyptian League and confirm that they have not enter into any negotiation in this regard at all,['ADSportsTV']
